ementa_id,sequencial_candidato
2016-01-22#PROJETO DE LEI ORDINÁRIA#5#EM TRAMITAÇÃO,150000011795
2016-01-22#PROJETO DE LEI ORDINÁRIA#6#EM TRAMITAÇÃO,150000011795
2016-01-21#PROJETO DE LEI ORDINÁRIA#205#APROVADO,150000011779
2016-01-21#PROJETO DE LEI ORDINÁRIA#339#APROVADO,150000011359
2016-01-21#PROJETO DE LEI ORDINÁRIA#435#APROVADO,150000011777
2016-01-15#PROJETO DE LEI ORDINÁRIA#2#EM TRAMITAÇÃO,150000011779
2013-07-08#REQUERIMENTO#1517#APROVADO,150000007930
2013-12-19#PROJETO DE LEI ORDINÁRIA#141#APROVADO,150000002675
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011776
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011786
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011448
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000002675
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000007930
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011352
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000008251
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000002688
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011785
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000009212
2013-11-28#PEDIDO DE INFORMAÇÃO#12#APROVADO,150000011365
2013-07-30#REQUERIMENTO#1680#APROVADO,150000007930
2013-10-01#REQUERIMENTO#2084#APROVADO,150000002675
2013-09-27#REQUERIMENTO#2086#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2349#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2348#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2330#APROVADO,150000011786
2013-09-25#REQUERIMENTO#2330#APROVADO,150000013214
2013-09-25#REQUERIMENTO#2330#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2330#APROVADO,150000007930
2013-09-25#REQUERIMENTO#2330#APROVADO,150000011352
2013-09-25#REQUERIMENTO#2330#APROVADO,150000011430
2013-09-25#REQUERIMENTO#2330#APROVADO,150000008251
2013-09-25#REQUERIMENTO#2330#APROVADO,150000002688
2013-09-25#REQUERIMENTO#2330#APROVADO,150000011785
2013-09-25#REQUERIMENTO#2330#APROVADO,150000008260
2013-09-25#REQUERIMENTO#2330#APROVADO,150000009212
2013-09-25#REQUERIMENTO#2330#APROVADO,150000002705
2013-09-25#REQUERIMENTO#2316#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2315#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2275#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2274#APROVADO,150000002675
2013-09-25#REQUERIMENTO#2273#APROVADO,150000002675
2013-09-24#PROJETO DE RESOLUÇÃO#24#EM TRAMITAÇÃO,150000002675
2013-09-24#REQUERIMENTO#2151#APROVADO,150000002675
2013-09-24#REQUERIMENTO#2083#APROVADO,150000002675
2013-09-24#REQUERIMENTO#2152#APROVADO,150000002675
2013-09-24#REQUERIMENTO#2153#APROVADO,150000002675
2013-09-24#REQUERIMENTO#2012#APROVADO,150000002675
2013-09-24#REQUERIMENTO#2085#APROVADO,150000002675
2013-09-21#REQUERIMENTO#2055#APROVADO,150000002675
2013-09-21#REQUERIMENTO#2011#APROVADO,150000002675
2013-09-21#REQUERIMENTO#2010#APROVADO,150000002675
2013-09-17#REQUERIMENTO#2014#APROVADO,150000002675
2013-08-30#REQUERIMENTO#1591#APROVADO,150000002675
2013-08-28#REQUERIMENTO#2013#APROVADO,150000002675
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011776
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011448
2013-08-28#REQUERIMENTO#1620#APROVADO,150000002675
2013-08-28#REQUERIMENTO#1620#APROVADO,150000007930
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011352
2013-08-28#REQUERIMENTO#1620#APROVADO,150000007207
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011359
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011430
2013-08-28#REQUERIMENTO#1620#APROVADO,150000008251
2013-08-28#REQUERIMENTO#1620#APROVADO,150000002688
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011785
2013-08-28#REQUERIMENTO#1620#APROVADO,150000009212
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011447
2013-08-28#REQUERIMENTO#1620#APROVADO,150000002705
2013-08-28#REQUERIMENTO#1620#APROVADO,150000011365
2013-08-28#REQUERIMENTO#1620#APROVADO,150000008244
2013-08-21#REQUERIMENTO#1619#APROVADO,150000011786
2013-08-21#REQUERIMENTO#1619#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1619#APROVADO,150000011430
2013-08-21#REQUERIMENTO#1619#APROVADO,150000002688
2013-08-21#REQUERIMENTO#1619#APROVADO,150000008260
2013-08-21#REQUERIMENTO#1619#APROVADO,150000009212
2013-08-21#REQUERIMENTO#1619#APROVADO,150000011447
2013-08-21#REQUERIMENTO#1619#APROVADO,150000002705
2013-08-21#REQUERIMENTO#1619#APROVADO,150000011365
2013-08-21#REQUERIMENTO#1619#APROVADO,150000008244
2013-08-21#REQUERIMENTO#1920#APROVADO,150000002675
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011777
2013-08-21#REQUERIMENTO#2043#APROVADO,150000013214
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011448
2013-08-21#REQUERIMENTO#2043#APROVADO,150000002675
2013-08-21#REQUERIMENTO#2043#APROVADO,150000007930
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011352
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011769
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011770
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011359
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011430
2013-08-21#REQUERIMENTO#2043#APROVADO,150000011785
2013-08-21#REQUERIMENTO#1446#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1948#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1824#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1754#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1823#APROVADO,150000002675
2013-08-14#REQUERIMENTO#1884#APROVADO,150000002675
2013-08-14#REQUERIMENTO#1883#APROVADO,150000002675
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000008262
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000011448
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000002675
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000007930
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000011352
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000011359
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000008251
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000002688
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000011785
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000008260
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000009212
2013-08-14#PEDIDO DE INFORMAÇÃO#9#APROVADO,150000011365
2013-08-14#REQUERIMENTO#1882#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1753#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1369#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1370#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1371#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1668#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1398#APROVADO,150000013214
2013-08-08#REQUERIMENTO#1398#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011352
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011769
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011770
2013-08-08#REQUERIMENTO#1398#APROVADO,150000007207
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011359
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011430
2013-08-08#REQUERIMENTO#1398#APROVADO,150000002688
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011785
2013-08-08#REQUERIMENTO#1398#APROVADO,150000009212
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011447
2013-08-08#REQUERIMENTO#1398#APROVADO,150000011365
2013-08-08#REQUERIMENTO#1944#APROVADO,150000008262
2013-08-08#REQUERIMENTO#1944#APROVADO,150000002675
2013-08-08#REQUERIMENTO#1944#APROVADO,150000007930
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011352
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011770
2013-08-08#REQUERIMENTO#1944#APROVADO,150000007207
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011359
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011430
2013-08-08#REQUERIMENTO#1944#APROVADO,150000002688
2013-08-08#REQUERIMENTO#1944#APROVADO,150000008260
2013-08-08#REQUERIMENTO#1944#APROVADO,150000009212
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011447
2013-08-08#REQUERIMENTO#1944#APROVADO,150000011365
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011777
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011786
2013-08-06#REQUERIMENTO#1906#APROVADO,150000002675
2013-08-06#REQUERIMENTO#1906#APROVADO,150000007930
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011769
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011770
2013-08-06#REQUERIMENTO#1906#APROVADO,150000007207
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011359
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011430
2013-08-06#REQUERIMENTO#1906#APROVADO,150000008251
2013-08-06#REQUERIMENTO#1906#APROVADO,150000009212
2013-08-06#REQUERIMENTO#1906#APROVADO,150000011365
2013-08-06#REQUERIMENTO#1906#APROVADO,150000008244
2013-08-06#REQUERIMENTO#1160#APROVADO,150000002675
2013-08-06#REQUERIMENTO#1186#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1162#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1043#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1241#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1242#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1243#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1330#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1419#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1420#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1421#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1590#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1592#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1664#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1665#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1666#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1667#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1669#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1752#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1806#APROVADO,150000002675
2013-07-30#REQUERIMENTO#1827#APROVADO,150000002675
2013-07-24#REQUERIMENTO#1778#APROVADO,150000011776
2013-07-24#REQUERIMENTO#1778#APROVADO,150000008262
2013-07-24#REQUERIMENTO#1778#APROVADO,150000002675
2013-07-24#REQUERIMENTO#1778#APROVADO,150000007930
2013-07-24#REQUERIMENTO#1778#APROVADO,150000007207
2013-07-24#REQUERIMENTO#1778#APROVADO,150000011359
2013-07-24#REQUERIMENTO#1778#APROVADO,150000011430
2013-07-24#REQUERIMENTO#1778#APROVADO,150000002688
2013-07-24#REQUERIMENTO#1778#APROVADO,150000008260
2013-07-24#REQUERIMENTO#1778#APROVADO,150000009212
2013-07-24#REQUERIMENTO#1778#APROVADO,150000011447
2013-07-24#REQUERIMENTO#1778#APROVADO,150000002705
2013-07-24#REQUERIMENTO#1778#APROVADO,150000008244
2013-07-24#REQUERIMENTO#1044#APROVADO,150000002675
2013-07-24#REQUERIMENTO#1081#APROVADO,150000002675
2013-07-24#REQUERIMENTO#1082#APROVADO,150000002675
2013-07-08#REQUERIMENTO#1309#APROVADO,150000002675
2013-07-08#REQUERIMENTO#1334#APROVADO,150000008262
2013-07-08#REQUERIMENTO#1334#APROVADO,150000002675
2013-07-08#REQUERIMENTO#1334#APROVADO,150000007930
2013-07-08#REQUERIMENTO#1334#APROVADO,150000008251
2013-07-08#REQUERIMENTO#1334#APROVADO,150000002688
2013-07-08#REQUERIMENTO#1334#APROVADO,150000011447
2013-07-08#REQUERIMENTO#1334#APROVADO,150000002705
2013-06-12#REQUERIMENTO#1568#APROVADO,150000008262
2013-06-12#REQUERIMENTO#1568#APROVADO,150000002675
2013-06-12#REQUERIMENTO#1568#APROVADO,150000007930
2013-06-12#REQUERIMENTO#1568#APROVADO,150000011352
2013-06-12#REQUERIMENTO#1568#APROVADO,150000011770
2013-06-12#REQUERIMENTO#1568#APROVADO,150000002688
2013-06-12#REQUERIMENTO#1568#APROVADO,150000008260
2013-06-12#REQUERIMENTO#1568#APROVADO,150000009212
2013-06-12#REQUERIMENTO#1568#APROVADO,150000011447
2013-06-12#REQUERIMENTO#1568#APROVADO,150000002705
2013-06-12#REQUERIMENTO#1568#APROVADO,150000011365
2013-06-12#REQUERIMENTO#1568#APROVADO,150000008244
2013-06-05#REQUERIMENTO#1521#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1164#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1163#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1161#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1519#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1080#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1079#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1520#APROVADO,150000002675
2013-06-05#REQUERIMENTO#1037#APROVADO,150000002675
2013-05-28#REQUERIMENTO#1020#APROVADO,150000002675
2013-05-28#PROJETO DE LEI ORDINÁRIA#22#APROVADO,150000002675
2013-05-28#REQUERIMENTO#1004#APROVADO,150000002675
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011777
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011786
2013-05-28#REQUERIMENTO#1422#APROVADO,150000013214
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011448
2013-05-28#REQUERIMENTO#1422#APROVADO,150000002675
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011352
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011770
2013-05-28#REQUERIMENTO#1422#APROVADO,150000007207
2013-05-28#REQUERIMENTO#1422#APROVADO,150000008251
2013-05-28#REQUERIMENTO#1422#APROVADO,150000002688
2013-05-28#REQUERIMENTO#1422#APROVADO,150000009212
2013-05-28#REQUERIMENTO#1422#APROVADO,150000011365
2013-05-28#PROJETO DE LEI ORDINÁRIA#32#APROVADO,150000002675
2013-05-16#REQUERIMENTO#956#APROVADO,150000002675
2013-05-16#REQUERIMENTO#954#APROVADO,150000002675
2013-05-16#REQUERIMENTO#953#APROVADO,150000002675
2013-05-16#REQUERIMENTO#955#APROVADO,150000002675
2013-05-15#REQUERIMENTO#902#APROVADO,150000002675
2013-05-15#REQUERIMENTO#900#APROVADO,150000002675
2013-05-15#REQUERIMENTO#825#APROVADO,150000002675
2013-05-15#REQUERIMENTO#1311#APROVADO,150000002675
2013-05-15#REQUERIMENTO#903#APROVADO,150000002675
2013-05-15#REQUERIMENTO#901#APROVADO,150000002675
2013-05-08#PROJETO DE LEI ORDINÁRIA#21#APROVADO,150000002675
2013-04-24#REQUERIMENTO#1005#APROVADO,150000002675
2013-04-09#REQUERIMENTO#714#APROVADO,150000002675
2013-04-09#REQUERIMENTO#791#APROVADO,150000002675
2013-04-09#REQUERIMENTO#792#APROVADO,150000002675
2013-04-09#REQUERIMENTO#790#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1712#APROVADO,150000007930
2013-04-09#REQUERIMENTO#779#APROVADO,150000002675
2013-04-09#REQUERIMENTO#778#APROVADO,150000002675
2013-04-09#REQUERIMENTO#770#APROVADO,150000002675
2013-04-09#REQUERIMENTO#766#APROVADO,150000002675
2013-04-09#REQUERIMENTO#765#APROVADO,150000002675
2013-04-03#REQUERIMENTO#590#APROVADO,150000002675
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011777
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000008262
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000013214
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011448
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000002675
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011352
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011769
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000007207
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011359
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011430
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000008251
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000002688
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011785
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011447
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000002705
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000011365
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,150000008244
2013-04-03#REQUERIMENTO#672#APROVADO,150000002675
2013-04-03#REQUERIMENTO#671#APROVADO,150000002675
2013-04-03#REQUERIMENTO#646#APROVADO,150000002675
2013-04-03#REQUERIMENTO#645#APROVADO,150000002675
2013-04-03#REQUERIMENTO#606#APROVADO,150000002675
2013-04-03#REQUERIMENTO#605#APROVADO,150000002675
2013-04-03#REQUERIMENTO#591#APROVADO,150000002675
2013-04-03#REQUERIMENTO#655#APROVADO,150000002675
2013-04-03#REQUERIMENTO#589#APROVADO,150000002675
2013-04-03#REQUERIMENTO#588#APROVADO,150000002675
2013-04-03#REQUERIMENTO#587#APROVADO,150000002675
2013-04-03#REQUERIMENTO#586#APROVADO,150000002675
2013-04-03#REQUERIMENTO#520#APROVADO,150000002675
2013-04-03#REQUERIMENTO#519#APROVADO,150000002675
2013-04-03#REQUERIMENTO#307#APROVADO,150000002675
2013-04-03#REQUERIMENTO#286#APROVADO,150000002675
2013-04-03#REQUERIMENTO#285#APROVADO,150000002675
2013-04-03#REQUERIMENTO#284#APROVADO,150000002675
2013-04-03#REQUERIMENTO#713#APROVADO,150000002675
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011777
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000008262
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000013214
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011448
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000002675
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000007930
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011352
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000007207
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011359
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011430
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000002688
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000008260
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000009212
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011447
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000002705
2013-04-03#PEDIDO DE INFORMAÇÃO#6#APROVADO,150000011365
2013-03-27#REQUERIMENTO#676#APROVADO,150000011777
2013-03-27#REQUERIMENTO#676#APROVADO,150000008262
2013-03-27#REQUERIMENTO#676#APROVADO,150000011786
2013-03-27#REQUERIMENTO#676#APROVADO,150000013214
2013-03-27#REQUERIMENTO#676#APROVADO,150000011448
2013-03-27#REQUERIMENTO#676#APROVADO,150000002675
2013-03-27#REQUERIMENTO#676#APROVADO,150000011352
2013-03-27#REQUERIMENTO#676#APROVADO,150000011770
2013-03-27#REQUERIMENTO#676#APROVADO,150000007207
2013-03-27#REQUERIMENTO#676#APROVADO,150000011359
2013-03-27#REQUERIMENTO#676#APROVADO,150000011430
2013-03-27#REQUERIMENTO#676#APROVADO,150000011365
2013-03-27#REQUERIMENTO#676#APROVADO,150000008244
2013-03-12#REQUERIMENTO#143#APROVADO,150000002675
2013-03-12#REQUERIMENTO#147#APROVADO,150000002675
2013-03-12#REQUERIMENTO#146#APROVADO,150000002675
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011777
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000013214
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000002675
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000007930
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011352
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011769
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000007207
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011430
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000002688
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011785
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000009212
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000002705
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000011365
2013-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,150000008244
2013-03-12#REQUERIMENTO#145#APROVADO,150000002675
2013-03-12#REQUERIMENTO#144#APROVADO,150000002675
2013-03-12#REQUERIMENTO#140#APROVADO,150000002675
2013-03-12#REQUERIMENTO#141#APROVADO,150000002675
2013-03-12#REQUERIMENTO#256#APROVADO,150000002675
2013-03-12#REQUERIMENTO#255#APROVADO,150000002675
2013-03-12#REQUERIMENTO#244#APROVADO,150000002675
2013-03-12#REQUERIMENTO#142#APROVADO,150000002675
2013-03-12#REQUERIMENTO#139#APROVADO,150000002675
2013-03-12#REQUERIMENTO#148#APROVADO,150000002675
2013-08-21#REQUERIMENTO#1711#APROVADO,150000007930
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011777
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000013214
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000002675
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000007930
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011352
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011769
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011359
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011430
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011785
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000009212
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011447
2013-03-06#PEDIDO DE INFORMAÇÃO#3#APROVADO,150000011365
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000011777
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000008262
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000011786
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000002675
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000007930
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000007207
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000011359
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000011430
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000002688
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000009212
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000011447
2013-03-05#PEDIDO DE INFORMAÇÃO#2#APROVADO,150000002705
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000008262
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011786
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000013214
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000002675
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011352
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011769
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011770
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000007207
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011359
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011430
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000002688
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011785
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011447
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000002705
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000011365
2013-03-05#PEDIDO DE INFORMAÇÃO#1#APROVADO,150000008244
2013-02-22#REQUERIMENTO#267#APROVADO,150000013214
2013-02-22#REQUERIMENTO#267#APROVADO,150000002675
2013-02-22#REQUERIMENTO#267#APROVADO,150000007930
2013-02-22#REQUERIMENTO#267#APROVADO,150000011352
2013-02-22#REQUERIMENTO#267#APROVADO,150000011769
2013-02-22#REQUERIMENTO#267#APROVADO,150000011770
2013-02-22#REQUERIMENTO#267#APROVADO,150000007207
2013-02-22#REQUERIMENTO#267#APROVADO,150000011430
2013-02-22#REQUERIMENTO#267#APROVADO,150000008251
2013-02-22#REQUERIMENTO#267#APROVADO,150000002688
2013-02-22#REQUERIMENTO#267#APROVADO,150000008260
2013-02-22#REQUERIMENTO#267#APROVADO,150000009212
2013-02-22#REQUERIMENTO#267#APROVADO,150000011447
2013-02-22#REQUERIMENTO#267#APROVADO,150000008244
2013-12-19#PROJETO DE LEI ORDINÁRIA#200#APROVADO,150000007930
2013-12-19#PROJETO DE LEI ORDINÁRIA#274#APROVADO,150000007930
2013-12-12#PROJETO DE LEI ORDINÁRIA#212#APROVADO,150000007930
2013-12-12#PROJETO DE LEI ORDINÁRIA#235#APROVADO,150000007930
2013-12-12#PROJETO DE LEI ORDINÁRIA#282#APROVADO,150000007930
2013-12-12#PROJETO DE LEI ORDINÁRIA#246#APROVADO,150000007930
2013-11-26#PROJETO DE LEI ORDINÁRIA#175#APROVADO,150000007930
2013-10-31#PROJETO DE LEI ORDINÁRIA#153#APROVADO,150000007930
2013-10-24#PROJETO DE LEI ORDINÁRIA#97#APROVADO,150000007930
2013-10-02#PROJETO DE LEI ORDINÁRIA#195#APROVADO,150000007930
