ementa_id,entities
2016-06-01#REQUERIMENTO#642#APROVADO,RUA ALVORADA###BAIRRO DO ALTO BRANCO
2016-06-01#REQUERIMENTO#639#APROVADO,RUA NILTON PAIVA FERNANDO###BAIRRO DO PEDREGAL
2016-07-05#REQUERIMENTO#744#APROVADO,MERCADO DAS MALVINAS
2016-07-05#REQUERIMENTO#751#APROVADO,FEIRINHA DE BODOCONGÓ
2016-07-18#REQUERIMENTO#846#APROVADO,SESUMA
2016-07-19#REQUERIMENTO#877#APROVADO,SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE###SESUMA###BAIRRO DA CARIDADE
2016-07-19#REQUERIMENTO#894#APROVADO,SESUMA###RUA TRANQUILINO COELHO LEMOS###BAIRRO DA DINAMÉRICA
2016-07-20#REQUERIMENTO#954#APROVADO,RUA CERÂMICA###BAIRRO SANTA ROSA
2016-07-20#REQUERIMENTO#955#APROVADO,RUA DO SOL###BAIRRO SANTA ROSA
2013-03-12#REQUERIMENTO#391#APROVADO,COLÉGIO MOTIVA
2013-03-12#REQUERIMENTO#178#APROVADO,IGREJA ASSEMBLEIA DE DEUS
2013-03-12#REQUERIMENTO#423#APROVADO,TV BORBOREMA###RÁDIO CLUBE AM
2013-04-03#REQUERIMENTO#719#APROVADO,RÁDIO CATURITÉ
2013-04-03#REQUERIMENTO#640#APROVADO,MERCADO DAS MALVINAS
2013-04-24#REQUERIMENTO#784#APROVADO,STTP
2013-04-24#REQUERIMENTO#926#APROVADO,POLÍCIA MILITAR
2013-05-15#REQUERIMENTO#1266#APROVADO,POLÍCIA MILITAR
2013-05-15#REQUERIMENTO#893#APROVADO,HOSPITAL DA FAP
2013-07-08#REQUERIMENTO#1611#APROVADO,CORPO DE BOMBEIROS
2013-07-30#REQUERIMENTO#1103#APROVADO,CENTRAC###PRAÇA DA BANDEIRA
2013-07-30#REQUERIMENTO#1695#APROVADO,PROCON###PARQUE DO POVO
2013-07-30#REQUERIMENTO#1822#APROVADO,PMCG
2013-08-21#REQUERIMENTO#1871#APROVADO,UFCG###UFCG
2013-09-25#REQUERIMENTO#2246#APROVADO,MINISTÉRIO PÚBLICO
2013-11-26#REQUERIMENTO#2834#APROVADO,IGREJA ASSEMBLEIA DE DEUS
2014-04-15#REQUERIMENTO#228#APROVADO,BAIRRO DAS MALVINAS
2014-04-15#REQUERIMENTO#289#APROVADO,GALANTE
2014-04-23#REQUERIMENTO#447#APROVADO,INSTITUTO DOS CEGOS
2014-08-05#REQUERIMENTO#1205#APROVADO,GALANTE###SÃO JOSÉ DA MATA
2014-08-26#REQUERIMENTO#1240#APROVADO,PRAÇA DA BANDEIRA
2014-09-02#REQUERIMENTO#1254#APROVADO,CDL
2014-11-26#REQUERIMENTO#2109#APROVADO,CDL
2015-07-15#REQUERIMENTO#650#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-09-22#REQUERIMENTO#1401#APROVADO,BAIRRO DO CENTENÁRIO
2015-10-13#REQUERIMENTO#1488#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-06-02#REQUERIMENTO#661#APROVADO,UCES
2013-04-09#REQUERIMENTO#734#APROVADO,BAIRRO DE JOSÉ PINHEIRO
2013-04-09#REQUERIMENTO#710#APROVADO,STTP
2013-04-24#REQUERIMENTO#785#APROVADO,MINISTÉRIO PÚBLICO
2013-06-12#REQUERIMENTO#1542#APROVADO,PARQUE DO POVO
2013-06-12#REQUERIMENTO#1402#APROVADO,PARQUE DO POVO###GALANTE
2013-08-21#REQUERIMENTO#1953#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-10-16#REQUERIMENTO#2533#APROVADO,GALANTE
2013-11-28#REQUERIMENTO#2999#APROVADO,CDL###ASSOCIAÇÃO COMERCIAL###FIEP
2014-04-15#REQUERIMENTO#269#APROVADO,MINISTÉRIO PÚBLICO
2014-05-06#REQUERIMENTO#552#APROVADO,SEMAS###SECRETARIA DE EDUCAÇÃO
2014-06-17#REQUERIMENTO#963#APROVADO,CRECHE PASSINHA AGRA
2015-03-05#REQUERIMENTO#2125#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-03-05#REQUERIMENTO#2071#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-03-12#REQUERIMENTO#2444#APROVADO,STTP
2015-04-22#REQUERIMENTO#344#APROVADO,PMCG###SÃO JOSÉ DA MATA
2015-07-08#REQUERIMENTO#850#APROVADO,SECRETARIA DE EDUCAÇÃO
2016-05-04#REQUERIMENTO#487#APROVADO,PARQUE DO POVO
2016-05-10#REQUERIMENTO#527#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2015-05-26#PEDIDO DE INFORMAÇÃO#10#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2015-11-19#PEDIDO DE INFORMAÇÃO#21#APROVADO,TEATRO MUNICIPAL SEVERINO CABRAL
2013-10-02#PROJETO DE LEI ORDINÁRIA#90#APROVADO,PARQUE DO POVO
2013-11-26#PROJETO DE LEI ORDINÁRIA#161#APROVADO,GALANTE
2013-12-19#PROJETO DE LEI ORDINÁRIA#395#APROVADO,PETI
2014-05-14#PROJETO DE LEI ORDINÁRIA#39#APROVADO,AÇUDE VELHO
2015-09-15#PROJETO DE LEI ORDINÁRIA#348#APROVADO,SÃO JOSÉ DA MATA
2015-11-05#PROJETO DE LEI ORDINÁRIA#425#APROVADO,BAIRRO DE SANTA ROSA
2016-04-13#PROJETO DE LEI ORDINÁRIA#84#APROVADO,TEATRO MUNICIPAL SEVERINO CABRAL
2013-09-11#PROJETO DE RESOLUÇÃO#9#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-05-05#PROJETO DE RESOLUÇÃO#23#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-06-02#PROJETO DE RESOLUÇÃO#25#APROVADO,ETER
2013-03-05#REQUERIMENTO#73#APROVADO,UEPB
2013-03-05#REQUERIMENTO#79#APROVADO,PARQUE DO POVO
2013-04-03#REQUERIMENTO#725#APROVADO,BAIRRO DO CRUZEIRO
2013-04-03#REQUERIMENTO#677#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2013-04-03#REQUERIMENTO#740#APROVADO,SECRETARIA DE OBRAS###GALANTE
2013-04-03#REQUERIMENTO#722#APROVADO,PARQUE DO POVO
2013-05-15#REQUERIMENTO#910#APROVADO,PREFEITURA DE CAMPINA GRANDE
2013-05-28#REQUERIMENTO#1346#APROVADO,PROCON###PARQUE DO POVO
2013-05-28#REQUERIMENTO#1426#APROVADO,GALANTE
2013-05-28#REQUERIMENTO#1429#APROVADO,STTP
2013-07-30#REQUERIMENTO#1203#APROVADO,GALANTE
2013-07-30#REQUERIMENTO#1227#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2013-08-21#REQUERIMENTO#1673#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###PETI
2013-08-28#REQUERIMENTO#2027#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2013-10-08#REQUERIMENTO#2443#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2013-11-21#REQUERIMENTO#2953#APROVADO,PARQUE DO POVO
2013-11-26#REQUERIMENTO#2869#APROVADO,GALANTE
2013-11-26#REQUERIMENTO#2895#APROVADO,PARQUE DO POVO
2013-11-28#REQUERIMENTO#3020#APROVADO,GALANTE
2013-11-28#REQUERIMENTO#3019#APROVADO,SÃO JOSÉ DA MATA
2014-04-10#REQUERIMENTO#126#APROVADO,AVENIDA DINAMÉRICA
2014-04-15#REQUERIMENTO#164#APROVADO,STTP
2014-04-23#REQUERIMENTO#481#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-04-23#REQUERIMENTO#479#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2014-04-23#REQUERIMENTO#422#APROVADO,ESTÁDIO O AMIGÃO
2014-05-28#REQUERIMENTO#641#APROVADO,GALANTE
2014-05-28#REQUERIMENTO#589#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2014-05-28#REQUERIMENTO#587#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-05-29#REQUERIMENTO#864#APROVADO,GALANTE
2014-06-06#REQUERIMENTO#852#APROVADO,SEPLAN###SÃO JOSÉ DA MATA
2014-06-10#REQUERIMENTO#901#APROVADO,UEPB
2014-09-02#REQUERIMENTO#1245#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE###GALANTE
2014-10-28#REQUERIMENTO#1541#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DO CATOLÉ
2014-10-29#REQUERIMENTO#1669#APROVADO,SECRETARIA DE OBRAS###GALANTE
2014-10-29#REQUERIMENTO#1650#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-10-29#REQUERIMENTO#1505#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-06#REQUERIMENTO#1734#APROVADO,SECRETARIA DE OBRAS
2014-11-18#REQUERIMENTO#1936#APROVADO,SECRETARIA DE ADMINISTRAÇÃO
2014-11-18#REQUERIMENTO#1957#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-11-18#REQUERIMENTO#1937#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-12-10#REQUERIMENTO#2198#APROVADO,TEATRO MUNICIPAL SEVERINO CABRAL
2014-12-16#REQUERIMENTO#2213#APROVADO,AVENIDA MARECHAL FLORIANO PEIXOTO
2015-03-05#REQUERIMENTO#2126#APROVADO,SECRETARIA DE EDUCAÇÃO###SECRETARIA DE CIÊNCIA E TECNOLOGIA
2015-03-05#REQUERIMENTO#2122#APROVADO,SECRETARIA DE EDUCAÇÃO###SECRETARIA DE CIÊNCIA E TECNOLOGIA
2015-03-11#REQUERIMENTO#2352#APROVADO,PMCG
2015-04-15#REQUERIMENTO#340#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-04-22#REQUERIMENTO#516#APROVADO,INSA
2015-05-06#REQUERIMENTO#32#APROVADO,PARQUE DO POVO
2015-07-08#REQUERIMENTO#812#APROVADO,AÇUDE VELHO
2015-07-09#REQUERIMENTO#750#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-07-15#REQUERIMENTO#830#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-07-15#REQUERIMENTO#664#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-07-15#REQUERIMENTO#738#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-07-23#REQUERIMENTO#1056#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-08-12#REQUERIMENTO#1178#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2015-08-20#REQUERIMENTO#1242#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-10-08#REQUERIMENTO#1460#APROVADO,BAIRRO DAS MALVINAS
2015-11-12#REQUERIMENTO#1666#APROVADO,SECRETARIA DE EDUCAÇÃO
2016-03-01#REQUERIMENTO#72#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2016-03-22#REQUERIMENTO#174#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2016-03-31#REQUERIMENTO#199#APROVADO,PROCON
2016-05-05#REQUERIMENTO#515#APROVADO,GALANTE
2016-07-07#REQUERIMENTO#766#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA###UEPB
2016-08-01#REQUERIMENTO#1054#APROVADO,PRAÇA DA BANDEIRA
2013-05-08#PROJETO DE LEI ORDINÁRIA#13#APROVADO,SÃO JOSÉ DA MATA
2013-05-08#PROJETO DE LEI ORDINÁRIA#14#APROVADO,SÃO JOSÉ DA MATA
2013-08-12#PROJETO DE LEI ORDINÁRIA#30#APROVADO,GALANTE
2013-10-02#PROJETO DE LEI ORDINÁRIA#115#APROVADO,BAIRRO DA LIBERDADE
2013-10-02#PROJETO DE LEI ORDINÁRIA#87#APROVADO,GALANTE
2013-12-12#PROJETO DE LEI ORDINÁRIA#287#APROVADO,JARDIM MENEZES###GALANTE
2013-12-12#PROJETO DE LEI ORDINÁRIA#276#APROVADO,BAIRRO DA DINAMÉRICA
2013-12-19#PROJETO DE LEI ORDINÁRIA#371#APROVADO,IBAMA
2013-12-19#PROJETO DE LEI ORDINÁRIA#415#APROVADO,GALANTE
2013-12-19#PROJETO DE LEI ORDINÁRIA#374#APROVADO,BAIRRO DAS MALVINAS
2014-04-15#PROJETO DE LEI ORDINÁRIA#264#APROVADO,GALANTE
2014-04-15#PROJETO DE LEI ORDINÁRIA#18#APROVADO,SÃO JOSÉ DA MATA
2014-04-15#PROJETO DE LEI ORDINÁRIA#19#APROVADO,BAIRRO DA LIBERDADE
2014-04-15#PROJETO DE LEI ORDINÁRIA#285#APROVADO,GALANTE
2014-10-08#PROJETO DE LEI ORDINÁRIA#249#APROVADO,CONJUNTO SEVERINO CABRAL###BAIRRO DE BODOCONGÓ
2014-11-18#PROJETO DE LEI ORDINÁRIA#271#APROVADO,BAIRRO DO JEREMIAS
2014-11-18#PROJETO DE LEI ORDINÁRIA#305#APROVADO,AVENIDA JUSCELINO KUBITSCHEK
2014-12-18#PROJETO DE LEI ORDINÁRIA#410#APROVADO,BAIRRO DO CENTENÁRIO
2014-12-18#PROJETO DE LEI ORDINÁRIA#391#APROVADO,BAIRRO DAS MALVINAS
2015-04-29#PROJETO DE LEI ORDINÁRIA#145#APROVADO,BAIRRO DO JARDIM PAULISTANO
2015-07-30#PROJETO DE LEI ORDINÁRIA#204#APROVADO,JARDIM TAVARES
2015-09-15#PROJETO DE LEI ORDINÁRIA#347#APROVADO,BAIRRO DO DINAMÉRICA
2015-12-23#PROJETO DE LEI ORDINÁRIA#455#APROVADO,BAIRRO DA LIBERDADE
2016-01-22#PROJETO DE LEI ORDINÁRIA#2#APROVADO,COMPLEXO ALUÍZIO CAMPOS
2016-01-22#PROJETO DE LEI ORDINÁRIA#3#APROVADO,BAIRRO DA LIBERDADE
2016-03-07#PROJETO DE LEI ORDINÁRIA#31#APROVADO,COMPLEXO ALUÍZIO CAMPOS
2016-04-14#PROJETO DE LEI ORDINÁRIA#94#APROVADO,BAIRRO DAS MALVINAS
2016-06-02#PROJETO DE LEI ORDINÁRIA#159#APROVADO,BAIRRO DO CENTENÁRIO###HOSPITAL ANTÔNIO TARGINO
2015-07-22#PROJETO DE RESOLUÇÃO#14#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2014-10-28#REQUERIMENTO#1613#APROVADO,PMCG
2013-12-12#PROJETO DE LEI ORDINÁRIA#318#APROVADO,GALANTE
2016-03-30#PROJETO DE LEI ORDINÁRIA#64#APROVADO,COMPLEXO ALUÍZIO CAMPOS
2013-07-30#REQUERIMENTO#1738#APROVADO,CONAB
2015-03-12#PEDIDO DE INFORMAÇÃO#4#APROVADO,SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL
2013-04-03#REQUERIMENTO#323#APROVADO,POLICIA CIVIL
2013-09-25#REQUERIMENTO#2218#APROVADO,CODECOM
2013-10-22#REQUERIMENTO#2602#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-07-15#REQUERIMENTO#1022#APROVADO,PARQUE DO POVO
2014-11-06#REQUERIMENTO#1824#APROVADO,PARQUE DO POVO
2014-11-18#REQUERIMENTO#1946#APROVADO,SEMAS
2015-03-05#REQUERIMENTO#2068#APROVADO,JARDIM PAULISTANO
2015-04-15#REQUERIMENTO#362#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###AVENIDA ALMIRANTE BARROSO
2015-05-26#REQUERIMENTO#282#APROVADO,PARQUE DO POVO
2014-09-02#PROJETO DE LEI ORDINÁRIA#54#APROVADO,SÃO JOSÉ DA MATA###CAMPO D'ANGOLA
2013-03-06#REQUERIMENTO#112#APROVADO,CONJUNTO SEVERINO CABRAL###BAIRRO DE BODOCONGÓ
2013-03-06#REQUERIMENTO#101#APROVADO,CONJUNTO SEVERINO CABRAL
2013-03-12#REQUERIMENTO#138#APROVADO,UEPB###BAIRRO DO PEDREGAL
2013-03-20#REQUERIMENTO#164#APROVADO,SECRETARIA DE EDUCAÇÃO###CATOLÉ DE BOA VISTA
2013-03-20#REQUERIMENTO#163#APROVADO,SECRETARIA DE EDUCAÇÃO###SÍTIO LUCAS
2013-04-03#REQUERIMENTO#727#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-04-03#REQUERIMENTO#294#APROVADO,GALANTE
2013-04-03#REQUERIMENTO#466#APROVADO,SECRETARIA DE EDUCAÇÃO###SÃO JOSÉ DA MATA
2013-04-03#REQUERIMENTO#607#APROVADO,STTP
2013-04-03#REQUERIMENTO#730#APROVADO,BAIRRO DAS CIDADES
2013-04-09#REQUERIMENTO#282#APROVADO,BAIRRO DO CENTENÁRIO
2013-04-09#REQUERIMENTO#498#APROVADO,BAIRRO TRÊS IRMÃS
2013-04-09#REQUERIMENTO#419#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-04-16#REQUERIMENTO#854#APROVADO,GALANTE
2013-04-24#REQUERIMENTO#959#APROVADO,BAIRRO DAS MALVINAS
2013-04-24#REQUERIMENTO#894#APROVADO,BAIRRO DA PALMEIRA
2013-05-02#REQUERIMENTO#824#APROVADO,MONTE CASTELO
2013-05-02#REQUERIMENTO#821#APROVADO,BAIRRO DE NOVA BRASÍLIA
2013-05-15#REQUERIMENTO#920#APROVADO,BAIRRO SANTO ANTONIO
2013-05-15#REQUERIMENTO#866#APROVADO,BAIRRO JEREMIAS
2013-05-15#REQUERIMENTO#612#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-05-28#REQUERIMENTO#1345#APROVADO,CORPO DE BOMBEIROS
2013-07-14#REQUERIMENTO#1893#APROVADO,ESCOLA TÉCNICA REDENTORISTA-ETER
2013-07-24#REQUERIMENTO#1044#APROVADO,DETRAN
2013-07-30#REQUERIMENTO#1208#APROVADO,COMUNIDADE DA CARIDADE
2013-07-30#REQUERIMENTO#1248#APROVADO,SÃO JOSÉ DA MATA
2013-07-30#REQUERIMENTO#1364#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-08-08#REQUERIMENTO#1382#APROVADO,UFCG
2013-08-08#REQUERIMENTO#1374#APROVADO,STTP
2013-08-08#REQUERIMENTO#1548#APROVADO,BAIRRO DO TAMBOR
2013-08-21#REQUERIMENTO#1405#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2013-08-21#REQUERIMENTO#1587#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-08-21#REQUERIMENTO#1634#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-08-21#REQUERIMENTO#1794#APROVADO,UEPB###UFCG
2013-08-21#REQUERIMENTO#1863#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA###BODOCONGÓ
2013-08-21#REQUERIMENTO#1867#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-08-21#REQUERIMENTO#1866#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-08-28#REQUERIMENTO#2058#APROVADO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE
2013-08-28#REQUERIMENTO#2066#APROVADO,SECRETARIA DE EDUCAÇÃO###UEPB
2013-09-24#REQUERIMENTO#2163#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-09-25#REQUERIMENTO#2355#APROVADO,SECRETARIA DE EDUCAÇÃO
2013-10-09#REQUERIMENTO#2477#APROVADO,FIEP###SEBRAE
2013-10-24#REQUERIMENTO#2612#APROVADO,SECRETARIA DE EDUCAÇÃO###GALANTE
2013-11-26#REQUERIMENTO#2894#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DO CENTENÁRIO
2013-11-28#REQUERIMENTO#3018#APROVADO,PREFEITURA DE CAMPINA GRANDE###SECRETARIA DE EDUCAÇÃO
2013-11-28#REQUERIMENTO#2855#APROVADO,BAIRRO DO CENTENÁRIO
2013-11-28#REQUERIMENTO#3022#APROVADO,BAIRRO DO CENTENÁRIO
2013-11-28#REQUERIMENTO#2902#APROVADO,BAIRRO DE BODOCONGÓ
2013-11-28#REQUERIMENTO#3008#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO PALMEIRA
2013-11-28#REQUERIMENTO#2806#APROVADO,SECRETARIA DE EDUCAÇÃO###SÃO JOSÉ DA MATA
2013-11-28#REQUERIMENTO#2916#APROVADO,PROCON
2013-12-10#REQUERIMENTO#3010#APROVADO,SEMAS###BAIRRO DE BELA VISTA
2013-12-10#REQUERIMENTO#3127#APROVADO,GALANTE
2014-03-11#REQUERIMENTO#3214#APROVADO,SHOPPING EDSON DINIZ###CENTRO DA CIDADE
2014-03-18#REQUERIMENTO#3077#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-03-18#REQUERIMENTO#3075#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-03-20#REQUERIMENTO#3101#APROVADO,SANTA TEREZINHA
2014-03-26#REQUERIMENTO#3199#APROVADO,SECRETARIA DE EDUCAÇÃO###GALANTE
2014-03-26#REQUERIMENTO#3204#APROVADO,BAIRRO DOS CUITÉS
2014-04-01#REQUERIMENTO#71#APROVADO,CATOLÉ
2014-04-01#REQUERIMENTO#3182#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DAS MALVINAS
2014-04-11#REQUERIMENTO#20#APROVADO,VILA CABRAL DE SANTA TEREZINHA
2014-04-15#REQUERIMENTO#305#APROVADO,MINISTÉRIO PÚBLICO
2014-04-15#REQUERIMENTO#197#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-04-15#REQUERIMENTO#298#APROVADO,SECRETARIA DE EDUCAÇÃO###SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE
2014-04-23#REQUERIMENTO#233#APROVADO,MINISTÉRIO PÚBLICO
2014-04-23#REQUERIMENTO#484#APROVADO,SECRETARIA DE ADMINISTRAÇÃO
2014-04-23#REQUERIMENTO#436#APROVADO,SECRETARIA DE EDUCAÇÃO###SECRETARIA DE CIÊNCIA E TECNOLOGIA
2014-04-23#REQUERIMENTO#467#APROVADO,SECRETARIA DE EDUCAÇÃO###DETRAN
2014-04-23#REQUERIMENTO#341#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-04-24#REQUERIMENTO#537#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-05-06#REQUERIMENTO#534#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DO JEREMIAS
2014-05-28#REQUERIMENTO#758#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-05-28#REQUERIMENTO#656#APROVADO,SECRETARIA DE OBRAS###BAIRRO DA PALMEIRA
2014-06-10#REQUERIMENTO#889#APROVADO,SECRETARIA DE OBRAS###CATOLÉ
2014-06-17#REQUERIMENTO#951#APROVADO,UEPB###SECRETARIA DE EDUCAÇÃO
2014-06-17#REQUERIMENTO#948#APROVADO,SECRETARIA DE EDUCAÇÃO###SÃO JOSÉ DA MATA
2014-06-17#REQUERIMENTO#954#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-06-17#REQUERIMENTO#969#APROVADO,STTP
2014-07-15#REQUERIMENTO#1047#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-07-15#REQUERIMENTO#1060#APROVADO,SESUMA
2014-07-15#REQUERIMENTO#1017#APROVADO,SECRETARIA DE EDUCAÇÃO###UEPB###UFCG
2014-07-15#REQUERIMENTO#1005#APROVADO,UEPB
2014-07-15#REQUERIMENTO#1083#APROVADO,SECRETARIA DE EDUCAÇÃO###GALANTE
2014-07-15#REQUERIMENTO#1116#APROVADO,PMCG###SECRETARIA DE EDUCAÇÃO
2014-07-22#REQUERIMENTO#1171#APROVADO,BAIRRO DO MONTE SANTO
2014-07-22#REQUERIMENTO#1151#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-07-22#REQUERIMENTO#1156#APROVADO,MINISTÉRIO PÚBLICO
2014-09-09#REQUERIMENTO#1299#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2014-10-08#REQUERIMENTO#1187#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DAS CIDADES
2014-10-08#REQUERIMENTO#1198#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-10-08#REQUERIMENTO#1415#APROVADO,SECRETARIA DE EDUCAÇÃO###SECRETARIA DE AGRICULTURA
2014-10-08#REQUERIMENTO#1294#APROVADO,SEPLAN
2014-10-28#REQUERIMENTO#1525#APROVADO,SECRETARIA DE ADMINISTRAÇÃO
2014-11-04#REQUERIMENTO#1627#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-04#REQUERIMENTO#1628#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-04#REQUERIMENTO#1755#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-06#REQUERIMENTO#1926#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-06#REQUERIMENTO#1928#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-18#REQUERIMENTO#1940#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-11-19#REQUERIMENTO#1845#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-12-09#REQUERIMENTO#2090#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-12-09#REQUERIMENTO#2065#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-12-16#REQUERIMENTO#2211#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DE BODOCONGÓ
2014-12-16#REQUERIMENTO#2212#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO DO CENTENÁRIO
2015-03-05#REQUERIMENTO#2073#APROVADO,SECRETARIA DE EDUCAÇÃO###UEPB
2015-03-12#REQUERIMENTO#2185#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-03-12#REQUERIMENTO#2451#APROVADO,FIEP
2015-04-15#REQUERIMENTO#155#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-04-15#REQUERIMENTO#478#APROVADO,SECRETARIA DE EDUCAÇÃO###GALANTE
2015-04-22#REQUERIMENTO#493#APROVADO,SECRETARIA DE EDUCAÇÃO###CATOLÉ DE BOA VISTA
2015-04-22#REQUERIMENTO#86#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-05-20#REQUERIMENTO#692#APROVADO,STTP
2015-07-08#REQUERIMENTO#800#APROVADO,UFCG
2015-07-08#REQUERIMENTO#2459#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2015-07-09#REQUERIMENTO#920#APROVADO,SECRETARIA DE EDUCAÇÃO
2015-07-15#REQUERIMENTO#960#APROVADO,STTP###BAIRRO DAS MALVINAS
2015-07-28#REQUERIMENTO#1002#APROVADO,STTP
2015-08-20#REQUERIMENTO#1216#APROVADO,SECRETARIA DE EDUCAÇÃO###BAIRRO SANTO ANTONIO
2015-08-20#REQUERIMENTO#1215#APROVADO,SECRETARIA DE EDUCAÇÃO###GALANTE
2015-08-20#REQUERIMENTO#1217#APROVADO,SECRETARIA DE EDUCAÇÃO###CATOLÉ
2015-08-20#REQUERIMENTO#1222#APROVADO,SECRETARIA DE OBRAS
2015-08-20#REQUERIMENTO#1218#APROVADO,SECRETARIA DE OBRAS
2015-08-20#REQUERIMENTO#1221#APROVADO,SECRETARIA DE OBRAS###GALANTE
2015-09-09#REQUERIMENTO#1334#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2015-09-22#REQUERIMENTO#1394#APROVADO,SECRETARIA DE EDUCAÇÃO
